Latitude,Longitude,Sample Date,Calcium - Dissolved,Chloride - Dissolved,Dissolved Reactive Phosphorus,Electrical Conductance,Fluoride - Dissolved,Free Ammonia Nitrogen,Hardness - Magnesium,Hardness - Total,Magnesium - Dissolved,Nitrate and Nitrite,Nitrite,Potassium - Dissolved,Salinity,Si-Dis,Sodium - Dissolved,Sodium Adsorption Ratio,Sulfate - Dissolved,Total Alkalinity,Total Ammonia Nitrogen,Total Kjeldahl Nitrogen,Total Nitrogen,Total Phosphorus,pH
-29.161667,23.696389,2012-06-14,21.926,15.629,0.005,295.9,0.209,0.0016449,35.127,96.455,10.126,0.517,,2.952,0.212825,5.889,17.087,0.757,19.255,101.131,0.025,1.226,1.743,0.034,8.133
-29.161667,23.696389,2012-06-20,24.529,15.922,0.005,305.5,0.182,0.0016449,38.034,106.406,10.964,0.409,,2.431,0.221923,6.008,17.237,0.727,21.629,104.302,0.025,0.952,1.361,0.02,8.21
-29.161667,23.696389,2012-06-27,24.192,18.735,0.005,316.5,0.148,0.0016449,53.496,123.919,15.421,1.221,,2.888,0.234129,6.734,20.012,0.782,22.66,102.21,0.025,1.06,2.281,0.015,8.061
-29.161667,23.696389,2012-06-28,22.61,20.7,0.005,315.9,0.24,0.00740205,39.259,103.068,11.317,0.775,,2.878,0.228592,5.62,21.482,0.921,23.972,99.918,0.094,0.976,1.751,0.034,8.241
-29.161667,23.696389,2012-07-11,24.247,14.698,0.017,287.0,0.224,0.00740205,39.221,107.11,11.306,0.545,,2.588,0.214271,6.249,17.681,0.743,20.175,99.068,0.076,0.191,0.736,0.057,8.36
-29.161667,23.696389,2012-07-18,23.164,13.946,0.005,281.3,0.063,0.0016449,32.761,96.738,9.444,0.571,,2.291,0.214221,6.767,14.187,0.628,13.799,110.52,0.025,0.46,1.031,0.138,8.184
-29.161667,23.696389,2012-07-25,24.616,13.703,0.005,293.3,0.095,0.0016449,37.098,105.511,10.271,0.398,,2.431,0.215609,8.218,15.102,0.64,14.797,106.435,0.025,0.479,0.851,0.021,8.23
-29.161667,23.696389,2012-08-22,22.828,10.607,0.019,253.1,0.068,0.00246735,33.039,96.228,9.524,0.419,,2.243,,7.196,12.028,0.534,11.373,,0.025,0.457,0.876,0.027,8.288
-29.161667,23.696389,2012-08-23,22.864,10.607,0.005,258.1,0.426,0.00246735,33.101,96.392,9.542,0.388,,2.501,0.206627,6.892,11.836,0.525,14.942,108.381,0.025,0.443,0.831,0.006,8.302
-29.161667,23.696389,2012-08-29,22.776,10.295,0.005,257.4,0.485,0.00246735,32.612,95.592,9.401,0.311,,2.376,0.198326,7.325,12.883,0.573,15.059,101.395,0.025,0.454,0.765,0.014,8.336
-29.161667,23.696389,2012-09-05,32.295,8.908,0.005,248.7,0.252,0.00246735,27.707,113.54,7.987,0.213,,2.379,0.202744,7.191,11.466,0.468,10.564,104.902,0.025,0.62,0.833,0.029,8.286
-29.161667,23.696389,2012-09-07,21.249,,0.005,247.9,0.492,0.00246735,30.631,89.427,8.83,0.289,,2.594,,6.949,,,14.209,118.734,0.025,0.37,0.659,0.013,8.261
-29.161667,23.696389,2012-09-12,33.171,10.383,0.005,248.3,0.24,0.00246735,30.427,118.956,8.771,0.199,,2.379,0.207708,6.805,11.927,0.476,10.878,105.827,0.025,0.925,1.124,0.036,8.321
-29.161667,23.696389,2012-09-17,23.244,9.566,0.005,248.4,0.314,0.00082245,26.899,89.978,7.754,0.025,,2.958,0.190768,6.689,12.23,0.561,9.633,102.448,0.025,0.61,0.635,0.11,7.825
-29.161667,23.696389,2012-09-19,24.025,8.407,0.005,250.1,0.309,0.0016449,28.807,94.193,8.304,0.182,,2.466,0.198271,6.349,11.262,0.505,9.619,109.104,0.025,0.801,0.983,0.026,8.198
-29.161667,23.696389,2012-09-26,23.398,9.908,0.005,259.9,0.139,0.0016449,30.992,95.222,8.934,0.025,,1.0,0.201008,6.064,12.689,0.566,12.851,108.206,0.025,0.374,0.399,0.029,8.086
-29.161667,23.696389,2012-10-01,21.321,8.387,0.005,281.5,0.092,0.00246735,31.582,90.735,9.104,0.269,,2.311,0.208123,6.232,12.23,0.559,12.274,115.78,0.025,0.356,0.625,0.024,8.384
-29.161667,23.696389,2012-10-16,21.121,7.753,0.021,244.2,0.333,0.00246735,30.232,88.634,8.715,0.23,,1.0,0.224569,5.704,12.544,0.58,12.002,131.216,0.025,0.54,0.77,0.04,8.367
-29.161667,23.696389,2012-10-17,25.455,9.149,0.005,262.5,0.3,0.00246735,31.037,100.412,8.947,0.165,,2.493,0.206068,6.169,12.529,0.544,10.939,111.115,0.025,0.657,0.822,0.006,8.392
-29.161667,23.696389,2012-10-24,21.953,7.5,0.011,249.5,0.115,0.0032898,31.623,92.363,9.116,0.086,,2.592,0.189825,6.265,12.116,0.549,10.913,102.582,0.025,0.946,1.032,0.033,8.459
-29.161667,23.696389,2012-10-31,23.762,8.564,0.005,252.4,0.313,0.0016449,32.074,97.416,9.246,0.147,,2.38,0.199262,6.095,11.135,0.491,12.835,106.892,0.025,1.163,1.31,0.016,8.237
-29.161667,23.696389,2012-11-02,22.786,7.117,0.015,257.1,0.102,0.00246735,31.53,94.332,9.089,0.228,,2.338,0.198454,5.762,11.425,0.512,11.277,109.274,0.025,0.424,0.652,0.027,8.396
-29.161667,23.696389,2012-11-07,22.505,9.155,0.013,253.5,0.1,0.0032898,32.394,94.656,9.338,0.088,,2.651,0.198565,6.01,13.161,0.589,12.239,105.765,0.025,0.781,0.869,0.059,8.444
-29.161667,23.696389,2012-11-14,22.434,6.191,0.005,245.6,0.437,0.00082245,32.331,94.404,9.32,0.025,,2.436,0.188624,5.718,11.948,0.535,10.735,102.493,0.025,0.195,0.22,0.006,7.875
-29.161667,23.696389,2012-11-21,21.658,6.502,0.005,254.6,0.084,0.00246735,30.194,89.929,8.704,0.15,,2.254,0.195863,6.09,10.582,0.486,10.943,110.251,0.025,0.453,0.603,0.063,8.385
-29.161667,23.696389,2012-11-28,21.521,6.726,0.018,241.7,0.283,0.0016449,31.131,90.699,8.974,0.174,,1.0,0.225988,6.018,12.408,0.567,10.734,134.085,0.025,0.203,0.377,0.025,8.23
-29.161667,23.696389,2012-12-05,21.758,7.971,0.061,248.6,0.335,0.00246735,29.781,89.689,8.585,0.168,,1.0,0.212744,5.72,12.886,0.592,11.949,120.809,0.025,0.461,0.629,0.127,8.347
-29.161667,23.696389,2012-12-12,22.245,7.919,0.013,248.0,0.246,0.0016449,33.438,95.246,9.639,0.179,,2.189,,6.261,10.747,0.479,,,0.025,0.607,0.786,0.03,8.242
-29.161667,23.696389,2012-12-19,22.581,7.69,0.005,247.2,0.191,0.0016449,32.453,94.915,9.355,0.227,,2.906,0.173003,6.342,12.831,0.573,11.037,86.413,0.025,0.588,0.815,0.03,8.16
-29.161667,23.696389,2013-01-16,21.906,6.836,0.072,240.6,0.288,0.00246735,33.063,93.955,9.531,0.025,,2.833,0.174774,6.107,10.301,0.462,9.97,92.471,0.025,0.401,0.426,,8.306
-29.161667,23.696389,2013-01-23,21.834,7.041,0.005,234.4,0.278,0.00246735,31.644,92.09,9.122,0.025,,2.886,0.184416,6.035,11.57,0.525,9.974,99.694,0.025,0.314,0.339,0.038,8.421
-29.161667,23.696389,2013-02-13,22.058,5.538,0.024,247.3,0.189,0.00246735,30.118,90.838,8.682,0.025,,2.112,0.174793,5.778,9.413,0.43,11.139,94.685,0.025,0.415,0.44,,8.419
-29.161667,23.696389,2013-02-20,22.243,5.183,0.005,249.2,0.124,0.0032898,31.963,93.491,9.214,0.08,,2.313,0.197283,5.776,10.579,0.476,8.719,113.599,0.025,0.595,0.675,0.013,8.506
-29.161667,23.696389,2013-02-27,22.038,6.896,0.035,250.0,0.197,0.0032898,31.474,92.398,9.073,0.025,,1.0,0.173785,5.914,9.995,0.453,11.717,92.367,0.025,0.482,0.507,,8.442
-29.161667,23.696389,2013-03-20,21.061,5.469,0.005,243.3,0.309,0.0016449,30.277,88.537,8.728,0.025,,2.8,0.190914,5.845,12.343,0.571,11.691,105.273,0.025,0.202,0.227,,8.032
-29.161667,23.696389,2013-03-27,23.401,6.372,0.013,253.1,0.161,0.0016449,33.035,97.655,9.523,0.869,,2.279,0.204309,6.019,11.215,0.494,11.97,111.108,0.025,,,,8.137
-29.161667,23.696389,2013-04-17,22.793,11.059,0.015,282.9,0.345,0.0032898,36.466,100.209,10.512,0.185,,3.053,0.21677,7.132,16.803,0.73,17.758,109.534,0.025,0.51,0.695,0.044,8.526
-29.161667,23.696389,2013-04-24,25.002,16.002,0.013,310.1,0.296,0.00575715,42.579,112.982,12.274,0.199,,3.318,0.239326,5.78,19.941,0.816,23.947,112.815,0.058,0.587,0.786,0.056,8.318
-29.161667,23.696389,2013-05-01,26.1,12.467,0.034,283.6,0.362,0.0032898,36.584,108.608,10.546,0.025,,3.295,0.224734,6.037,16.45,0.687,14.389,115.544,0.025,0.547,0.572,0.178,8.466
-29.161667,23.696389,2013-05-08,27.363,14.626,0.005,297.1,0.394,0.00740205,39.807,115.588,11.475,0.207,,2.875,0.238274,5.866,18.51,0.749,18.422,117.761,0.075,0.394,0.601,0.028,8.336
-29.161667,23.696389,2013-05-15,24.067,12.57,0.005,281.8,0.314,0.00246735,37.004,104.029,10.667,0.025,,2.912,0.221207,5.81,16.619,0.709,16.235,112.909,0.025,0.193,0.218,0.013,8.378
-29.161667,23.696389,2013-05-22,32.069,19.977,0.095,310.25,0.229,0.00740205,40.494,128.155,11.673,0.182,,2.565,0.262458,6.071,20.939,0.805,17.039,128.354,0.29,1.7,1.882,0.206,7.709
-29.161667,23.696389,2013-05-29,26.45,10.091,0.005,284.61,0.232,0.00082245,40.064,113.612,11.549,0.055,,2.044,0.213875,4.817,16.503,0.674,14.918,108.096,0.025,0.931,0.986,0.025,7.711
-29.161667,23.696389,2013-06-05,23.906,8.045,0.014,253.89,0.12,0.00246735,45.621,113.857,13.151,0.241,,2.738,0.23129,5.732,12.11,0.494,12.873,128.879,0.078,0.904,1.145,0.047,7.846
-29.161667,23.696389,2013-06-19,23.8,11.056,0.005,264.96,0.128,0.00082245,49.673,118.402,14.319,0.185,,2.678,0.215189,5.714,14.21,0.568,15.308,108.938,0.025,0.826,1.011,0.006,7.857
-29.161667,23.696389,2013-06-20,24.223,7.961,0.005,272.8,0.687,0.00246735,36.209,103.476,10.438,0.18,,2.591,0.203225,5.635,14.66,0.627,12.855,105.774,0.025,0.263,0.443,0.006,8.256
-29.161667,23.696389,2013-06-26,24.265,8.93,0.011,255.5,0.127,0.00082245,46.509,115.807,13.407,0.271,,2.685,0.233312,5.673,12.365,0.5,13.619,128.479,0.025,0.928,1.199,0.053,7.704
-29.161667,23.696389,2013-07-03,25.287,10.634,0.018,278.29,0.148,0.00411225,37.077,107.162,10.688,0.385,,2.166,0.22019,5.635,17.973,0.756,15.511,111.381,0.172,1.49,1.875,0.066,7.68
-29.161667,23.696389,2013-07-24,23.573,7.717,0.005,245.51,0.122,0.0,35.287,100.757,10.172,0.104,,2.031,0.197556,5.917,14.667,0.636,14.25,102.125,0.025,0.915,1.019,0.015,7.364
-29.161667,23.696389,2013-07-31,25.003,9.578,0.005,275.51,0.231,0.00082245,38.62,108.286,11.133,0.354,,1.0,0.213163,5.185,16.875,0.706,15.343,108.579,0.025,1.225,1.579,0.014,7.793
-29.161667,23.696389,2013-08-07,28.773,10.069,0.013,313.61,0.351,0.0016449,37.271,116.098,10.744,0.3,,2.53,0.216869,5.191,14.827,0.599,14.991,109.165,0.09,1.14,1.44,0.049,7.59
-29.161667,23.696389,2013-08-14,22.619,8.049,0.011,280.3,0.366,0.00740205,42.787,107.278,12.334,0.362,,2.319,0.224287,5.345,12.98,0.545,14.464,122.558,0.07,1.117,1.479,0.044,8.368
-29.161667,23.696389,2013-08-28,23.1,9.769,0.005,267.2,0.097,0.0016449,34.69,98.868,10.0,0.254,,2.035,,5.413,,,12.196,102.11,0.025,0.791,1.045,0.038,8.146
-29.161667,23.696389,2013-09-04,26.266,10.116,0.012,279.8,0.093,0.0016449,34.784,106.885,10.027,0.07,,2.174,0.206186,5.469,7.588,0.319,12.511,112.39,0.025,0.786,0.856,0.073,8.153
-29.161667,23.696389,2013-09-11,23.548,8.677,0.011,269.7,0.118,0.00246735,33.296,98.331,9.598,0.195,,2.142,0.190453,5.557,7.519,0.33,11.606,103.601,0.025,0.883,1.078,0.085,8.385
-29.161667,23.696389,2013-09-18,22.911,7.667,0.005,260.8,0.127,0.00411225,34.024,97.605,9.808,0.242,,2.173,0.178247,5.668,2.0,0.088,10.998,99.605,0.025,0.923,1.165,0.019,8.553
-29.161667,23.696389,2013-10-02,29.162,7.009,0.005,251.08,0.025,0.00082245,35.703,115.208,10.292,0.058,,2.284,0.226858,5.888,12.319,0.499,12.018,125.851,0.025,0.442,0.5,0.015,7.926
-29.161667,23.696389,2013-10-09,22.636,7.396,0.005,219.89,0.057,0.00246735,34.031,96.926,9.81,0.025,,2.222,0.192584,6.009,11.377,0.503,11.448,104.555,0.025,0.461,0.486,0.006,8.294
-29.161667,23.696389,2013-10-16,25.891,8.687,0.005,248.11,0.311,0.0016449,35.086,106.307,10.114,0.025,,2.358,0.210292,6.181,12.012,0.507,11.506,114.213,0.025,0.654,0.679,0.058,8.237
-29.161667,23.696389,2013-10-17,22.343,6.834,0.005,231.3,0.237,0.0032898,,,,0.168,,2.091,,5.914,9.87,,10.062,104.437,0.025,0.427,0.595,0.019,8.479
-29.161667,23.696389,2013-10-23,23.752,7.339,0.005,221.02,0.15,0.00246735,36.997,103.234,10.665,0.025,,1.0,0.187969,5.872,11.288,0.483,11.078,100.503,0.025,0.415,0.44,0.006,8.337
-29.161667,23.696389,2013-11-11,22.646,4.928,0.005,233.6,0.203,0.00082245,36.501,99.884,10.522,0.137,,2.094,0.194606,5.684,9.469,0.412,8.527,111.185,0.025,0.327,0.464,0.006,7.863
-29.161667,23.696389,2013-11-13,23.259,10.421,0.005,244.9,0.137,0.0016449,33.219,97.519,9.576,0.025,,,,6.315,,,9.3,108.171,0.025,0.54,0.565,0.023,8.19
-29.161667,23.696389,2013-11-20,24.683,7.72,0.005,230.52,0.171,0.0016449,35.928,104.291,10.357,0.159,,2.285,0.191647,6.061,12.013,0.512,10.232,101.238,0.025,0.973,1.132,0.058,8.059
-29.161667,23.696389,2013-11-27,24.088500000000003,7.005000000000001,0.005,227.035,0.2505,0.0016449,33.334,99.726,9.609,0.025,,2.2039999999999997,0.192129,5.753500000000001,11.404,0.498,10.471,104.1115,0.025,0.767,0.792,0.0325,8.076
-29.161667,23.696389,2013-12-04,22.488,7.43,0.005,241.2,0.334,0.00246735,31.308,93.324,9.025,0.025,,,,5.858,,,11.76,102.912,0.025,0.557,0.582,0.026,8.406
-29.161667,23.696389,2013-12-11,47.272,162.188,,232.3,,0.0049347,139.544,283.706,40.226,,,,,6.161,,,157.237,174.591,0.05,0.82,,,8.38
-29.161667,23.696389,2013-12-18,35.68,88.482,,240.2,,0.00575715,102.825,211.168,29.641,0.05,,,,3.347,,,147.101,144.4,0.05,0.766,0.816,0.01,8.387
-29.161667,23.696389,2013-12-25,21.101,6.391,0.05,237.9,,0.0049347,30.555,88.967,8.808,0.05,,,,6.007,,,10.539,99.066,0.05,0.69,0.74,,8.341
-29.161667,23.696389,2014-01-01,21.368,7.206,0.01,237.0,,0.0049347,61.11,125.906,17.616,0.213,,,,5.842,,,10.619,107.12,0.05,0.321,0.534,0.01,8.333
-29.161667,23.696389,2014-01-08,22.526,6.952,0.005,241.1,0.14,0.00246735,37.562,100.844,10.828,0.025,,,,5.932,,,11.499,99.406,0.025,0.362,0.387,0.013,8.35
-29.161667,23.696389,2014-01-15,48.649,14.744,0.015,402.13,0.174,0.0723756,46.481,176.667,13.399,20.967,,,,5.38,,,12.948,122.191,1.093,1.672,22.639,0.096,8.15
-29.161667,23.696389,2014-01-22,22.563499999999998,6.281,0.0095,230.635,0.1865,0.004523475,30.484,92.535,8.7875,1.0055,,,,5.6385000000000005,,,10.5495,102.62549999999999,0.045,0.708,1.7135,0.034,8.3355
-29.161667,23.696389,2014-02-05,21.086,7.4,0.005,238.8,0.198,0.0016449,29.178,87.294,8.411,0.116,,,,5.53,,,10.906,90.77,0.025,0.477,0.593,0.056,8.235
-29.161667,23.696389,2014-02-12,22.103,5.975,0.01,231.6,,0.00575715,30.16,91.0,8.694,0.05,,,,5.216,,,8.236,91.563,0.05,0.516,0.566,0.026,8.393
-29.161667,23.696389,2014-02-19,21.433,6.29,0.005,237.9,0.153,0.0016449,28.841,87.762,8.314,0.074,,,,5.233,,,10.833,98.633,0.025,0.43,0.504,0.033,8.232
-29.161667,23.696389,2014-02-26,21.245,5.914,0.005,236.7,0.176,0.00246735,29.129,87.634,8.397,0.025,,,,5.151,,,10.416,98.572,0.025,0.274,0.299,0.015,8.303
-29.161667,23.696389,2014-03-05,20.864,5.557,0.005,236.1,0.178,0.00246735,30.621,88.453,8.827,0.061,,,,5.351,,,9.712,98.64,0.025,0.271,0.332,0.019,8.277
-29.161667,23.696389,2014-03-12,20.792,5.458,0.01,219.9,,0.0049347,27.676,84.777,7.978,0.05,,,,5.287,,,9.992,84.718,0.05,0.863,0.913,0.028,8.374
-29.161667,23.696389,2014-03-19,20.913,5.033,0.01,218.7,,0.0049347,27.981,85.442,8.066,0.05,,,,5.548,,,8.001,86.275,0.05,0.788,0.838,0.084,8.381
-29.161667,23.696389,2014-03-26,19.064,6.008,0.01,213.7,0.429,0.00575715,32.682,86.404,9.421,0.05,,,,5.996,,,9.065,96.848,0.05,0.528,0.578,0.055,8.4
-29.161667,23.696389,2014-04-02,19.665,5.317,0.01,210.6,0.275,0.00411225,28.699,83.178,8.273,0.05,,,,5.592,,,4.964,88.471,0.05,1.035,1.085,0.021,8.289
-29.161667,23.696389,2014-04-16,19.283,5.871,0.01,219.5,0.421,0.0049347,34.041,88.566,9.813,0.05,,,,5.856,,,10.405,96.754,0.05,0.316,0.366,0.01,8.373
-29.161667,23.696389,2014-06-26,23.337,10.329,0.01,271.5,,0.00575715,33.788,98.389,9.74,0.386,,,,5.242,,,12.255,118.206,0.05,0.387,0.773,,8.416
-29.161667,23.696389,2014-07-02,26.769,12.551,0.01,295.2,,0.0115143,35.065,108.475,10.108,0.397,,,,5.271,,,16.177,111.189,0.122,0.574,0.971,,8.304
-29.161667,23.696389,2014-07-09,23.138,10.416,0.01,280.6,,0.0032898,33.32,97.336,9.605,0.423,,,,5.508,,,12.199,128.607,0.05,0.508,0.931,,8.193
-29.161667,23.696389,2014-07-16,28.3,13.295,0.01,268.2,0.256,0.00411225,37.84,115.592,10.908,0.358,,,,5.745,,,15.116,119.913,0.05,0.445,0.803,0.01,8.274
-29.161667,23.696389,2014-07-30,24.083,12.397,0.01,267.1,0.684,0.00575715,35.38,102.142,10.199,0.564,,,,5.861,,,16.115,103.478,0.05,0.571,1.135,0.01,8.398
-29.161667,23.696389,2014-08-06,19.417,7.458,0.01,227.5,0.442,0.0049347,31.814,86.256,9.171,0.352,,,,6.452,,,11.689,103.573,0.05,0.44,0.792,0.026,8.348
-29.161667,23.696389,2014-08-13,20.53,16.471,0.01,254.3,0.466,0.00411225,34.197,91.865,9.858,0.426,,,,6.195,,,15.428,106.912,0.05,0.637,1.063,0.01,8.266
-29.161667,23.696389,2014-08-20,20.375,10.291,0.01,266.7,0.025,0.0032898,32.532,89.501,9.378,0.254,,,,6.331,,,13.327,113.251,0.05,0.773,1.027,0.031,8.097
-29.161667,23.696389,2014-08-27,21.259,12.686,0.01,,0.237,,37.233,97.289,10.733,0.389,,,,6.851,,,13.926,99.15,0.05,0.727,1.116,0.025,8.466
-29.161667,23.696389,2014-09-03,20.363,8.732,0.01,232.5,0.247,0.0032898,34.759,92.115,10.02,0.52,,,,6.364,,,12.122,89.129,0.05,0.551,1.071,0.029,8.197
-29.161667,23.696389,2014-09-10,22.399,9.272,0.01,234.3,0.053,0.0049347,29.653,91.137,8.548,0.304,,1.757,0.197115,6.608,11.582,0.528,11.031,107.469,0.05,0.38,0.684,0.026,8.381
-29.161667,23.696389,2014-10-27,19.981,6.225,0.472,227.0,0.199,0.0049347,31.426,87.204,9.059,0.301,,,,6.354,,,9.831,85.948,0.05,3.327,3.628,0.585,8.31
-29.161667,23.696389,2014-12-31,18.741,7.318,0.01,216.5,0.282,0.0032898,29.209,81.475,8.42,0.05,,1.974,0.161843,5.794,8.863,0.427,13.901,83.68,0.05,1.711,1.761,0.165,8.091
-29.161667,23.696389,2015-01-21,19.227,6.293,0.01,216.0,0.245,0.0049347,29.435,82.957,8.485,0.05,,2.004,0.15436,5.829,8.863,0.423,11.496,79.91,0.05,0.95,1.0,0.039,8.352
-29.161667,23.696389,2015-01-28,20.371,6.4665,0.01,214.55,0.542,0.00246735,28.838,85.1055,8.312999999999999,0.09,,5.039,0.166674,5.5745000000000005,13.015,0.62,10.975999999999999,87.1135,0.05,0.9865,1.0765,0.0375,7.952
-29.161667,23.696389,2015-02-11,19.625,4.964,0.01,208.1,0.242,0.0049347,29.258,83.741,8.434,0.171,,1.912,0.161217,5.253,12.607,0.6,10.817,83.464,0.05,0.968,1.139,0.01,8.367
-29.161667,23.696389,2015-02-18,21.814,6.114,0.01,219.0,0.17,,,,,0.26,,1.828,,5.661,12.129,,11.324,86.504,,0.374,0.634,,8.315
-29.161667,23.696389,2015-02-25,21.364,14.028,0.01,229.4,0.19,0.0049347,30.382,89.418,8.758,0.129,,1.245,0.179889,5.484,11.924,0.549,14.983,87.538,0.05,0.199,0.328,,8.326
-29.161667,23.696389,2015-03-11,21.002,8.773,0.01,230.8,0.164,0.00411225,,,,0.137,,2.109,,5.386,13.663,,11.263,88.826,0.05,0.271,0.408,0.01,8.206
-29.161667,23.696389,2015-04-01,23.226,10.763,0.01,240.4,0.2,0.00575715,30.801,94.566,8.879,0.129,,1.386,0.184984,5.649,13.392,0.599,13.844,92.374,0.05,,,,8.402
-29.161667,23.696389,2015-05-11,21.535,6.148,0.422,222.7,0.193,0.00411225,30.739,90.269,8.861,0.144,,1.361,0.172521,5.204,9.393,0.43,10.575,92.236,0.05,0.537,0.681,0.599,8.248
-29.161667,23.696389,2015-05-20,21.952,12.004,0.01,247.6,0.106,0.00411225,29.917,90.334,8.624,0.309,,1.711,0.205405,6.002,11.254,0.515,13.685,110.4,0.05,0.871,1.18,0.01,8.285
-29.161667,23.696389,2015-06-24,20.569,9.363,0.01,239.1,0.592,0.00575715,36.168,94.301,10.426,0.278,,2.539,0.189175,6.143,13.888,0.622,13.036,96.318,0.05,0.05,0.328,0.01,8.41
-29.161667,23.696389,2015-07-01,21.883,7.348,0.01,224.9,0.163,0.00575715,29.768,89.985,8.581,0.225,,0.5,0.170761,5.834,8.961,0.411,10.754,91.433,0.05,0.612,0.837,0.043,8.415
-29.161667,23.696389,2015-07-13,21.332,6.864,0.01,,0.165,,,,,0.34,,2.09,,5.664,,,13.211,87.149,0.05,0.635,0.975,0.022,8.487
-29.161667,23.696389,2015-07-29,20.664,9.549,0.01,230.5,0.294,0.0016449,40.761,99.991,11.75,0.05,,2.137,0.181,6.963,10.214,0.445,11.455,94.009,0.05,0.75,0.8,0.058,7.766
-29.161667,23.696389,2015-08-26,22.451500000000003,7.759,0.01,227.55,0.4205,0.004523475,33.434,95.7575,9.638,0.3665,,1.596,0.177185,6.26,8.331,0.3715,9.571000000000002,94.8945,0.05,0.5175000000000001,0.8840000000000001,0.021500000000000002,8.314
-29.161667,23.696389,2015-09-10,20.481,7.559,0.01,223.3,0.248,0.00411225,33.951,91.45,9.787,0.327,,3.299,0.182293,6.142,11.581,0.527,10.788,95.966,0.05,0.509,0.836,0.026,8.269
-29.161667,23.696389,2015-09-23,22.842,8.2705,0.01,224.1,0.20550000000000002,0.012747975,27.209,89.3425,7.843500000000001,0.188,,1.2349999999999999,0.169248,6.073,9.1065,0.4195,10.750499999999999,88.5435,0.1355,0.4985,0.6865,0.0275,8.222999999999999
-29.161667,23.696389,2015-10-09,19.768,5.878,0.01,216.0,0.074,0.00575715,29.23,84.065,8.426,0.343,,2.069,0.171381,6.251,8.241,0.391,9.198,95.233,0.05,0.286,0.629,0.01,8.427
-29.161667,23.696389,2015-10-21,21.0,7.4,0.01,221.0,0.244,0.0032898,29.833,87.858,8.6,0.05,,1.25,0.163439,7.4,8.0,0.371,9.7,87.7,0.05,0.242,0.292,0.01,8.2
-29.161667,23.696389,2015-10-28,20.1,6.864,0.01,215.1,0.287,0.00575715,29.833,85.61,8.6,0.329,,1.997,0.177686,6.171,6.389,0.301,7.62,101.929,0.05,0.772,1.101,0.01,8.404
-29.161667,23.696389,2015-12-02,19.242,3.91,0.01,207.4,0.395,0.00411225,25.827,78.711,7.445,0.159,,1.619,0.169257,6.145,8.487,0.416,10.446,95.89,0.05,0.574,0.733,0.021,8.267
-29.161667,23.696389,2015-12-16,22.0,6.5,0.01,215.0,0.197,0.0032898,29.833,90.355,8.6,0.301,,1.25,0.163216,5.6,7.7,0.353,9.1,87.3,0.05,0.876,1.177,0.071,8.2
-28.7115,24.07288889,2011-10-19,53.429,106.016,0.005,890.0,0.408,0.0032898,113.853,268.583,32.82,0.079,,6.932,0.608817,1.467,72.002,1.912,125.553,173.269,0.025,1.197,1.276,0.042,8.457
-28.7115,24.07288889,2011-11-04,55.547,83.151,0.005,865.0,0.31,0.0032898,124.804,286.873,35.977,0.087,,6.747,0.588229,0.293,66.994,1.721,115.509,183.359,0.025,0.891,0.978,0.038,8.451
-28.7115,24.07288889,2012-02-23,40.716,76.785,0.021,784.0,0.491,0.00411225,163.206,295.425,47.047,0.025,,7.733,0.538741,3.007,68.042,1.723,111.005,153.138,0.025,1.433,1.458,0.061,8.568
-28.7115,24.07288889,2012-03-07,39.369,95.3,0.02,827.0,0.33,0.00411225,124.36,245.946,35.849,0.025,,1.0,0.551776,,74.158,2.058,124.083,148.847,0.025,,,,8.578
-28.7115,24.07288889,2012-04-12,42.24,76.958,0.005,778.0,0.282,0.00411225,150.191,283.779,43.295,0.025,,7.821,0.588717,1.159,72.571,1.875,114.184,189.63,0.025,1.059,1.084,0.051,8.55
-28.7115,24.07288889,2012-04-24,44.981,77.972,0.005,813.0,0.248,0.00246735,103.04,234.65,29.703,0.025,,8.401,0.536801,,71.31,2.026,117.802,152.737,0.025,,,,8.395
-28.7115,24.07288889,2012-05-10,41.456,135.503,0.005,868.0,0.372,0.00246735,112.802,237.436,32.517,0.059,,8.18,0.616964,1.583,76.788,2.169,126.585,160.142,0.025,1.069,1.128,0.026,8.399
-28.7115,24.07288889,2012-06-01,50.849,112.819,0.005,921.0,0.461,0.0032898,128.686,279.749,37.096,0.084,,7.814,0.634813,,83.55,2.174,141.274,164.47,0.025,,,,8.482
-28.7115,24.07288889,2012-06-15,40.698,94.83,0.005,836.0,0.396,0.00246735,121.124,245.422,34.916,0.065,,7.723,0.56946,1.242,74.589,2.072,128.894,153.437,0.025,1.562,1.627,0.033,8.292
-28.7115,24.07288889,2012-06-29,,,,889.0,,0.0115143,,,,,,,,,,,,,0.107,,,,8.365
-28.7115,24.07288889,2012-08-23,51.256,126.848,0.005,947.0,0.587,0.0032898,145.993,301.311,42.085,0.071,,9.442,0.681379,1.132,81.007,2.031,150.087,180.196,0.025,0.944,1.015,0.006,8.511
-28.7115,24.07288889,2012-09-07,50.649,117.612,0.015,978.0,0.612,0.0032898,141.542,294.512,40.802,0.025,,9.719,0.676021,0.783,83.212,2.11,140.612,190.784,0.025,1.085,1.11,,8.541
-28.7115,24.07288889,2012-09-17,,,,988.0,,0.0032898,,,,,,,,,,,,,0.025,,,,8.429
